search_text,lat,lon,min_lat,max_lat,min_lon,max_lon,display_name,osm_type,osm_id,geocoder,status,geo_resolution
"Coolaroo, VIC, 3048, Australia",-37.6612428,144.9260311,-37.6622496,-37.6604596,144.9257156,144.9264961,"Coolaroo, Kalimna Crescent, Coolaroo, Melbourne, City of Hume, Victoria, 3048, Australia",way,901055076,nominatim,ok,exact
"CVAS, Clarenza, NSW, 2460, Australia",-33.5098067,151.1602587,-33.5098769,-33.5097364,151.1601895,151.1603279,"2460, Kalinda Road, Bar Point, Central Coast Council, New South Wales, 2083, Australia",way,1430234489,nominatim,ok,postcode
"DMK - 27 Alacrity Place, WA, 6166, Australia",-31.950652,115.7978755,-31.9887127,-31.9478379,115.7778725,115.8225371,"University of Western Australia, 35, Stirling Highway, Nedlands, City of Nedlands, Western Australia, 6009, Australia",relation,7398658,nominatim,ok,postcode
"Macathur Square, NSW, 2560, Australia",-34.1829041,150.8095278,-34.1867658,-34.1753007,150.8081202,150.8117928,"NSW Sport Aircraft Club, Wedderburn / Lysaghts Management Trail, Appin, Wollondilly Shire Council, New South Wales, 2560, Australia",way,503156028,nominatim,ok,postcode
"Powerhouse Museum, NSW, 2154, Australia",-33.8782088,151.1995561,-33.8790555,-33.8776463,151.1989158,151.2001973,"Powerhouse Museum, Harris Street, Ultimo, Sydney CBD, Sydney, Council of the City of Sydney, New South Wales, 2007, Australia",way,16765958,nominatim,ok,exact
"Region Group Kwinana 1, WA, 6167, Australia",-31.950652,115.7978755,-31.9887127,-31.9478379,115.7778725,115.8225371,"University of Western Australia, 35, Stirling Highway, Nedlands, City of Nedlands, Western Australia, 6009, Australia",relation,7398658,nominatim,ok,postcode
"Riverwood CCP, NSW, 2210, Australia",-33.8737539,151.2095867,-33.8738039,-33.8737039,151.2095367,151.2096367,"HarperCollins Publishers Australia, 201, Elizabeth Street, Koreatown, Sydney, Sydney CBD, Sydney, Council of the City of Sydney, New South Wales, 2000, Australia",node,6602426833,nominatim,ok,postcode
"Sydney City Toyota Waterloo, NSW, 2017, Australia",-33.8997677,151.2113201,-33.9003104,-33.899133,151.2106892,151.2120025,"Sydney City Toyota, Bourke Street, Waterloo, Sydney, Council of the City of Sydney, New South Wales, 2017, Australia",way,403436278,nominatim,ok,exact
"Timberjack 10 International Square, VIC, 3043, Australia",-37.754868,145.6528982,-37.754918,-37.754818,145.6528482,145.6529482,"3043, Warburton Highway, Millgrove, Melbourne, Shire of Yarra Ranges, Victoria, 3799, Australia",node,12420437371,nominatim,ok,postcode
"Timberjack 11 International Square, VIC, 3043, Australia",-37.754868,145.6528982,-37.754918,-37.754818,145.6528482,145.6529482,"3043, Warburton Highway, Millgrove, Melbourne, Shire of Yarra Ranges, Victoria, 3799, Australia",node,12420437371,nominatim,ok,postcode
"Timberjack Bliss Court Derrimut, VIC, 3026, Australia",-37.7545199,144.9807272,-37.754641,-37.7543988,144.9803279,144.9811265,"Islamic Museum of Australia, 15A, Anderson Road, Thornbury, Melbourne, City of Darebin, Victoria, 3071, Australia",way,267164272,nominatim,ok,postcode
"Uppal Produce, VIC, 3616, Australia",-36.2507358,144.944329,-36.2530296,-36.2490257,144.9412844,144.9479388,"Nestle Australia PTY Ltd, 50, Tongala, Shire of Campaspe, Victoria, 3621, Australia",way,512183741,nominatim,ok,postcode
"Koorelah Farms, QLD, 4805, Australia",-20.0008272,148.2377252,-20.0010118,-20.0006782,148.2375396,148.2379114,"EG Australia, Richmond Road, Bowen, Whitsunday Regional, Queensland, Australia",way,245391993,nominatim,ok,postcode
"Woolworths Norwest Circa 1422, NSW, 2153, Australia",-33.8471082,151.0633848,-33.8483817,-33.8458578,151.0618632,151.064905,"Accor Stadium, 15, Edwin Flack Avenue, Sydney Olympic Park, Sydney, City of Parramatta Council, New South Wales, 2127, Australia",way,4385777,nominatim,ok,postcode
"Ashburton Aboriginal Corporation, WA, 6751, Australia",-28.7677931,114.6187746,-28.7694357,-28.7654867,114.6172237,114.620747,"Catholic Education Western Australia, 15, Geraldton, City Of Greater Geraldton, Western Australia, 6530, Australia",way,243129083,nominatim,ok,postcode
"Bunnings Nunawading, VIC, 3131, Australia",-37.8196599,145.1668266,-37.8203094,-37.8183953,145.1663415,145.1674336,"Bunnings Warehouse, 250, Whitehorse Road, Nunawading, Melbourne, City of Whitehorse, Victoria, 3131, Australia",way,30834622,nominatim,ok,exact
"Eastern Creek, NSW, 2766, Australia",-33.8059423,150.849956,-33.8238915,-33.7793174,150.8102229,150.8893013,"Eastern Creek, Sydney, Blacktown City Council, New South Wales, 2766, Australia",relation,4525456,nominatim,ok,exact
"Gunnedah 2A Solar Farm, NSW, 2380, Australia",-33.9175994,151.2312369,-33.9200415,-33.9149767,151.2256851,151.2363792,"University of New South Wales, Wansey Road Shared Path, Kensington, Eastern Suburbs, Sydney, Randwick City Council, New South Wales, 2031, Australia",way,173530296,nominatim,ok,postcode
"Hemmant 1+3 Lineage Logistics, QLD, 4174, Australia",-27.5419813,153.0791853,-27.5422586,-27.5411197,153.078875,153.0796915,"Hillsong Brisbane Campus, 16, Rover Street, Mount Gravatt Central, Mount Gravatt, Greater Brisbane, Queensland, 4122, Australia",relation,15268146,nominatim,ok,postcode
"Raymond Terrace, NSW, 2324, Australia",-32.7610569,151.7462299,-32.8035435,-32.7071452,151.724347,151.8098366,"Raymond Terrace, Newcastle-Maitland, Port Stephens Council, New South Wales, 2324, Australia",relation,6002945,nominatim,ok,exact
"Scalabrini Griffith, NSW, 2680, Australia",-34.300549,146.0768301,-34.3010377,-34.3000505,146.0760319,146.0775037,"Scalabrini Griffith, Oakes Road, Yoogali, Griffith, Griffith City Council, New South Wales, 2680, Australia",relation,14454237,nominatim,ok,exact
"Wambo Wind Farm Stage 1, QLD, 4410, Australia",-26.63629,151.2709429,-26.637917,-26.634161,151.2690681,151.273005,"Wambo Wind Farm, Diamondy, Western Downs Regional, Queensland, Australia",way,1290567614,nominatim,ok,exact
"Woolworths Merimbula 1250, NSW, 2548, Australia",-34.4500909,150.4424531,-34.4501409,-34.4500409,150.4424031,150.4425031,"NRMA Fast Charger, NSW, Bessemer Street, Mittagong, Wingecarribee Shire Council, New South Wales, 2575, Australia",node,6165583448,nominatim,ok,postcode
"SH LEASEHOLD PTY LTD, SA, 5096, Australia",-34.9206307,138.6039688,-34.9209569,-34.9197868,138.6034955,138.6041535,"Art Gallery of South Australia, Western Drive, Adelaide, Adelaide City Council, South Australia, 5000, Australia",way,205173204,nominatim,ok,postcode
"GPE_DB Santasalo, NSW, 2516, Australia",-33.8737539,151.2095867,-33.8738039,-33.8737039,151.2095367,151.2096367,"HarperCollins Publishers Australia, 201, Elizabeth Street, Koreatown, Sydney, Sydney CBD, Sydney, Council of the City of Sydney, New South Wales, 2000, Australia",node,6602426833,nominatim,ok,postcode
"Kwinana WTE - WA, WA, 6167, Australia",-31.950652,115.7978755,-31.9887127,-31.9478379,115.7778725,115.8225371,"University of Western Australia, 35, Stirling Highway, Nedlands, City of Nedlands, Western Australia, 6009, Australia",relation,7398658,nominatim,ok,postcode
"Murrumbidgee, NSW, 2716, Australia",-35.0141713,145.8110415,-35.5881941,-34.4349549,145.1779576,146.229658,"Murrumbidgee Council, New South Wales, Australia",relation,6231900,nominatim,ok,exact
"PCCS, NSW, 2486, Australia",-33.9175994,151.2312369,-33.9200415,-33.9149767,151.2256851,151.2363792,"University of New South Wales, Wansey Road Shared Path, Kensington, Eastern Suburbs, Sydney, Randwick City Council, New South Wales, 2031, Australia",way,173530296,nominatim,ok,postcode
"Region Group Kwinana 2, WA, 6167, Australia",-31.950652,115.7978755,-31.9887127,-31.9478379,115.7778725,115.8225371,"University of Western Australia, 35, Stirling Highway, Nedlands, City of Nedlands, Western Australia, 6009, Australia",relation,7398658,nominatim,ok,postcode
"Bunnings Mentone, VIC, 3194, Australia",-37.9768027,145.0696103,-37.9778056,-37.9760274,145.0678326,145.0708112,"Bunnings Warehouse, 29, Nepean Highway, Mentone, Melbourne, City of Kingston, Victoria, 3194, Australia",way,355395857,nominatim,ok,exact
"Equinex SY9, NSW, 2142, Australia",-33.8471082,151.0633848,-33.8483817,-33.8458578,151.0618632,151.064905,"Accor Stadium, 15, Edwin Flack Avenue, Sydney Olympic Park, Sydney, City of Parramatta Council, New South Wales, 2127, Australia",way,4385777,nominatim,ok,postcode
"HomeCo Braybrook, VIC, 3019, Australia",-37.7784329,144.8509603,-37.7794759,-37.7773952,144.8496414,144.8522821,"HomeCo, 330, Ballarat Road, Braybrook, Melbourne, City of Maribyrnong, Victoria, 3019, Australia",way,112437488,nominatim,ok,exact
"HomeCo Bundall, QLD, 4217, Australia",-28.0055109,153.4124826,-28.0059887,-28.004693,153.4112098,153.412974,"HomeCo, 100, Bundall Road, Bundall, Gold Coast City, Queensland, 4217, Australia",way,397003186,nominatim,ok,exact
"Bunnings Lawnton, QLD, 4501, Australia",-27.2879639,152.9853672,-27.288346,-27.2875832,152.9847354,152.9859991,"Bunnings Warehouse, Gympie Road, Lawnton, Greater Brisbane, City of Moreton Bay, Queensland, 4501, Australia",way,134632882,nominatim,ok,exact
"Omya Bajool - 546kW, QLD, 4699, Australia",-23.3808205,150.5148648,-23.3809723,-23.3806501,150.5146574,150.5150723,"Rockhampton Post Office, Market Lane, Rockhampton City, Rockhampton, Rockhampton Regional, Queensland, 7200, Australia",way,892132244,nominatim,ok,postcode
"Bunnings Alexandria, NSW, 2015, Australia",-33.9054338,151.1935648,-33.9054838,-33.9053838,151.1935148,151.1936148,"Bunnings, Euston Road, Macdonaldtown, Alexandria, Sydney, Council of the City of Sydney, New South Wales, 2015, Australia",node,13073609605,nominatim,ok,exact
"Chisholm Rd, Auburn, NSW, 2144, Australia",-33.8675137,151.0178421,-33.8707243,-33.8643022,151.0172369,151.0184422,"Chisholm Road, Auburn, Sydney, Cumberland City Council, New South Wales, 2144, Australia",way,257352582,nominatim,ok,exact
"Hillwood Berries, QLD, 4670, Australia",-24.8651364,152.3778965,-24.8653187,-24.864954,152.3777536,152.3780394,"Difftrans QLD, Steptoe Street, Bundaberg East, Bundaberg, Bundaberg Region, Queensland, 4670, Australia",way,1300874446,nominatim,ok,postcode
"Bunnings Hoppers Crossing, VIC, 3029, Australia",-37.8752602,144.7133085,-37.8760513,-37.8741315,144.7123138,144.7140749,"Bunnings Warehouse - Hoppers Crossing, 221 - 231, Old Geelong Road, Hoppers Crossing, Melbourne, City of Wyndham, Victoria, 3029, Australia",way,257724242,nominatim,ok,exact
"Energy Bay - Leppington BP - WH2, NSW, 2179, Australia",-33.8471082,151.0633848,-33.8483817,-33.8458578,151.0618632,151.064905,"Accor Stadium, 15, Edwin Flack Avenue, Sydney Olympic Park, Sydney, City of Parramatta Council, New South Wales, 2127, Australia",way,4385777,nominatim,ok,postcode
"GPE SURYA ENTERPRISES GOLD COAST, VIC, 3925, Australia",-37.8688729,145.2126338,-37.869025,-37.8686207,145.2124983,145.2127695,"Melbourne Australia Temple, Pumps Court, Wantirna South, Melbourne, City of Knox, Victoria, 3152, Australia",way,24054567,nominatim,ok,postcode
"Greentech 7 Solar Farm & BESS, VIC, 3380, Australia",-38.165166,144.3376679,-38.175166,-38.155166,144.3276679,144.3476679,"Australia, Belmont, Geelong, City of Greater Geelong, Victoria, 3216, Australia",node,12137181988,nominatim,ok,postcode
"Minter Magic Packing Shed Iraak, VIC, 3494, Australia",-34.4556204,142.1487182,-34.4620232,-34.4491944,142.1389005,142.1585501,"Olam Orchards Australia, Carwarp, Rural City of Mildura, Victoria, 3494, Australia",way,551835556,nominatim,ok,postcode
"Seventh-Day Adventist Aged Care Greater Sydney Ltd, NSW, 2147, Australia",-33.8471082,151.0633848,-33.8483817,-33.8458578,151.0618632,151.064905,"Accor Stadium, 15, Edwin Flack Avenue, Sydney Olympic Park, Sydney, City of Parramatta Council, New South Wales, 2127, Australia",way,4385777,nominatim,ok,postcode
"Treeby Parklands Care Community, WA, 6164, Australia",-31.950652,115.7978755,-31.9887127,-31.9478379,115.7778725,115.8225371,"University of Western Australia, 35, Stirling Highway, Crawley, City of Perth, Western Australia, 6009, Australia",relation,7398658,nominatim,ok,postcode
"Western Port Bay Care Community, VIC, 3913, Australia",-37.8688729,145.2126338,-37.869025,-37.8686207,145.2124983,145.2127695,"Melbourne Australia Temple, Pumps Court, Wantirna South, Melbourne, City of Knox, Victoria, 3152, Australia",way,24054567,nominatim,ok,postcode
"Bunnings Ballarat, VIC, 3350, Australia",-37.5515384,143.852669,-37.5522394,-37.5507734,143.8521447,143.8531923,"Bunnings Warehouse Ballarat, 306-312, Creswick Road, Ballarat Central, Ballarat, City of Ballarat, Victoria, 3350, Australia",way,56666976,nominatim,ok,exact
"Goodman AU702 Axle West, NSW, 2766, Australia",-33.8471082,151.0633848,-33.8483817,-33.8458578,151.0618632,151.064905,"Accor Stadium, 15, Edwin Flack Avenue, Sydney Olympic Park, Sydney, City of Parramatta Council, New South Wales, 2127, Australia",way,4385777,nominatim,ok,postcode
"Pillow Talk Darra, QLD, 4076, Australia",-27.4809085,153.0337429,-27.4810455,-27.480745,153.033493,153.0339932,"Brisbane Australia Temple, 200, River Terrace, Kangaroo Point, Greater Brisbane, Queensland, 4169, Australia",way,602269498,nominatim,ok,postcode
"SOC Osborne Park, WA, 6017, Australia",-31.950652,115.7978755,-31.9887127,-31.9478379,115.7778725,115.8225371,"University of Western Australia, 35, Stirling Highway, Nedlands, City of Nedlands, Western Australia, 6009, Australia",relation,7398658,nominatim,ok,postcode
"Temora 1C Solar Farm, NSW, 2666, Australia",-33.9175994,151.2312369,-33.9200415,-33.9149767,151.2256851,151.2363792,"University of New South Wales, Wansey Road Shared Path, Kensington, Eastern Suburbs, Sydney, Randwick City Council, New South Wales, 2031, Australia",way,173530296,nominatim,ok,postcode
"Harvey Norman Maroochydore Homemaker, QLD, 4558, Australia",-26.8339243,152.9650657,-26.8402552,-26.8276377,152.9586711,152.9730111,"Australia Zoo, 1638, Steve Irwin Way, Beerwah, Sunshine Coast Regional, Queensland, 4519, Australia",way,193842643,nominatim,ok,postcode
"Spreyton, TAS, 7310, Australia",-41.2218021,146.3473314,-41.244822,-41.207513,146.31859,146.374078,"Spreyton, Devonport, City of Devonport, Tasmania, 7310, Australia",relation,10586160,nominatim,ok,exact
"AU254 M7 BH, NSW, 2766, Australia",-33.8471082,151.0633848,-33.8483817,-33.8458578,151.0618632,151.064905,"Accor Stadium, 15, Edwin Flack Avenue, Sydney Olympic Park, Sydney, City of Parramatta Council, New South Wales, 2127, Australia",way,4385777,nominatim,ok,postcode
"House Power North Maroochydore Homemaker, QLD, 4558, Australia",-26.8339243,152.9650657,-26.8402552,-26.8276377,152.9586711,152.9730111,"Australia Zoo, 1638, Steve Irwin Way, Beerwah, Sunshine Coast Regional, Queensland, 4519, Australia",way,193842643,nominatim,ok,postcode
"House Power South Maroochydore Homemaker, QLD, 4558, Australia",-26.8339243,152.9650657,-26.8402552,-26.8276377,152.9586711,152.9730111,"Australia Zoo, 1638, Steve Irwin Way, Beerwah, Sunshine Coast Regional, Queensland, 4519, Australia",way,193842643,nominatim,ok,postcode
"Culcairn Solar Farm, NSW, 2660, Australia",-33.9175994,151.2312369,-33.9200415,-33.9149767,151.2256851,151.2363792,"University of New South Wales, Wansey Road Shared Path, Kensington, Eastern Suburbs, Sydney, Randwick City Council, New South Wales, 2031, Australia",way,173530296,nominatim,ok,postcode
"Domayne Maroochydore Homemaker, QLD, 4558, Australia",-26.8339243,152.9650657,-26.8402552,-26.8276377,152.9586711,152.9730111,"Australia Zoo, 1638, Steve Irwin Way, Beerwah, Sunshine Coast Regional, Queensland, 4519, Australia",way,193842643,nominatim,ok,postcode
"GRAC, VIC, 3844, Australia",-38.165166,144.3376679,-38.175166,-38.155166,144.3276679,144.3476679,"Australia, Belmont, Geelong, City of Greater Geelong, Victoria, 3216, Australia",node,12137181988,nominatim,ok,postcode
"Greenlink 6, VIC, 3977, Australia",-37.8688729,145.2126338,-37.869025,-37.8686207,145.2124983,145.2127695,"Melbourne Australia Temple, Pumps Court, Wantirna South, Melbourne, City of Knox, Victoria, 3152, Australia",way,24054567,nominatim,ok,postcode
"HomeCo Hawthorn East, VIC, 3123, Australia",-37.8460333,145.0420426,-37.8468846,-37.8451772,145.0414012,145.0427124,"HomeCo, 740-742, Toorak Road, Hawthorn East, Melbourne, City of Boroondara, Victoria, 3123, Australia",way,218844031,nominatim,ok,exact
"Joyce Mayne Maroochydore Homemaker, QLD, 4558, Australia",-26.8339243,152.9650657,-26.8402552,-26.8276377,152.9586711,152.9730111,"Australia Zoo, 1638, Steve Irwin Way, Beerwah, Sunshine Coast Regional, Queensland, 4519, Australia",way,193842643,nominatim,ok,postcode
"Morgan Sawmill Dublin, SA, 5501, Australia",-34.9206307,138.6039688,-34.9209569,-34.9197868,138.6034955,138.6041535,"Art Gallery of South Australia, Western Drive, Adelaide, Adelaide City Council, South Australia, 5000, Australia",way,205173204,nominatim,ok,postcode
"Nhill Renewable Energy Facility, VIC, 3418, Australia",-38.165166,144.3376679,-38.175166,-38.155166,144.3276679,144.3476679,"Australia, Belmont, Geelong, City of Greater Geelong, Victoria, 3216, Australia",node,12137181988,nominatim,ok,postcode
"Woolworths Eagle Vale 1091, NSW, 2558, Australia",-33.8471082,151.0633848,-33.8483817,-33.8458578,151.0618632,151.064905,"Accor Stadium, 15, Edwin Flack Avenue, Sydney Olympic Park, Sydney, City of Parramatta Council, New South Wales, 2127, Australia",way,4385777,nominatim,ok,postcode
"Greenacres Joint Venture, SA, 5086, Australia",-34.9206307,138.6039688,-34.9209569,-34.9197868,138.6034955,138.6041535,"Art Gallery of South Australia, Western Drive, Adelaide, Adelaide City Council, South Australia, 5000, Australia",way,205173204,nominatim,ok,postcode
"Moorebank, NSW, 2170, Australia",-33.9332633,150.949686,-33.9654355,-33.9220848,150.9122741,150.9706633,"Moorebank, Sydney, Liverpool City Council, New South Wales, 2170, Australia",relation,5528821,nominatim,ok,exact
"Redmud Green Energy 197 Pty Ltd, NSW, 2386, Australia",-33.9175994,151.2312369,-33.9200415,-33.9149767,151.2256851,151.2363792,"University of New South Wales, Wansey Road Shared Path, Kensington, Eastern Suburbs, Sydney, Randwick City Council, New South Wales, 2031, Australia",way,173530296,nominatim,ok,postcode
"Stanhope Leisure Centre, NSW, 2768, Australia",-33.7194133,150.9227935,-33.7211303,-33.7178229,150.9204874,150.9268414,"Blacktown Leisure Centre Stanhope, Candice Crescent, Stanhope Gardens, Sydney, Blacktown City Council, New South Wales, 2768, Australia",way,55660988,nominatim,ok,exact
"UA Mornington, TAS, 7018, Australia",-42.8768387,147.4090935,-42.8768887,-42.8767887,147.4090435,147.4091435,"Australia Post, Orford Crescent, Howrah Heights, Howrah, Hobart, City of Clarence, Tasmania, 7018, Australia",node,10164937370,nominatim,ok,postcode
"Harvey Norman Warragul, VIC, 3820, Australia",-38.1663025,145.9520031,-38.1663525,-38.1662525,145.9519531,145.9520531,"Harvey Norman, Hazel Drive, Warragul, Shire of Baw Baw, Victoria, 3820, Australia",node,13000106967,nominatim,ok,exact
"Goodman AU079 Greystanes Laminex, NSW, 2145, Australia",-33.8471082,151.0633848,-33.8483817,-33.8458578,151.0618632,151.064905,"Accor Stadium, 15, Edwin Flack Avenue, Sydney Olympic Park, Sydney, City of Parramatta Council, New South Wales, 2127, Australia",way,4385777,nominatim,ok,postcode
"DW Coomera, QLD, 4209, Australia",-27.832586,153.290556,-27.8341218,-27.8316846,153.2897003,153.2916024,"Luna Machinery QLD, 122, Pimpama, Gold Coast City, Queensland, 4209, Australia",way,162920917,nominatim,ok,postcode
"Mackay Christian College Senior Campus, QLD, 4740, Australia",-21.1416067,149.1868383,-21.1418333,-21.1414374,149.1867077,149.1869706,"National Australia Bank, Sydney Street, Mackay, Mackay Regional, Queensland, 4740, Australia",way,179388117,nominatim,ok,postcode
"Team Medical Supplies, NSW, 2147, Australia",-33.8471082,151.0633848,-33.8483817,-33.8458578,151.0618632,151.064905,"Accor Stadium, 15, Edwin Flack Avenue, Sydney Olympic Park, Sydney, City of Parramatta Council, New South Wales, 2127, Australia",way,4385777,nominatim,ok,postcode
"Americold Hemmant 3, QLD, 4174, Australia",-27.5419813,153.0791853,-27.5422586,-27.5411197,153.078875,153.0796915,"Hillsong Brisbane Campus, 16, Rover Street, Mount Gravatt Central, Mount Gravatt, Greater Brisbane, Queensland, 4122, Australia",relation,15268146,nominatim,ok,postcode
"Brothers Sports Club, QLD, 4670, Australia",-24.8911168,152.3189452,-24.8911668,-24.8910668,152.3188952,152.3189952,"Brothers Sports Club, Takalvan Street, Kensington, Bundaberg, Bundaberg Region, Queensland, 4670, Australia",node,9829446017,nominatim,ok,exact
"Dungog WTP, NSW, 2420, Australia",-33.9175994,151.2312369,-33.9200415,-33.9149767,151.2256851,151.2363792,"University of New South Wales, Wansey Road Shared Path, Kensington, Eastern Suburbs, Sydney, Randwick City Council, New South Wales, 2031, Australia",way,173530296,nominatim,ok,postcode
"Wollongong WRRF, NSW, 2505, Australia",-33.8737539,151.2095867,-33.8738039,-33.8737039,151.2095367,151.2096367,"HarperCollins Publishers Australia, 201, Elizabeth Street, Koreatown, Sydney, Sydney CBD, Sydney, Council of the City of Sydney, New South Wales, 2000, Australia",node,6602426833,nominatim,ok,postcode
"Canally Microgrid, NSW, 2715, Australia",-33.9175994,151.2312369,-33.9200415,-33.9149767,151.2256851,151.2363792,"University of New South Wales, Gate 2 Avenue, Kensington, Eastern Suburbs, Sydney, Randwick City Council, New South Wales, 2033, Australia",way,173530296,nominatim,ok,postcode
"Coffs Harbour Grange Care Community, NSW, 2450, Australia",-33.9175994,151.2312369,-33.9200415,-33.9149767,151.2256851,151.2363792,"University of New South Wales, Gate 2 Avenue, Kensington, Eastern Suburbs, Sydney, Randwick City Council, New South Wales, 2033, Australia",way,173530296,nominatim,ok,postcode
"Munno Para Foodland, SA, 5114, Australia",-34.7123891,138.6852025,-34.7197018,-34.7039655,138.6729057,138.6995815,"Elizabeth Park, Adelaide, City of Playford, South Australia, 5113, Australia",relation,7385724,nominatim,ok,postcode
"Tronox, NSW, 2715, Australia",-32.9083235,144.2433537,-32.908341,-32.9083066,144.2433275,144.2433798,"Tronox, Balranald Road, Ivanhoe, Central Darling Shire Council, New South Wales, 2878, Australia",way,1012630505,nominatim,ok,exact
"Elements of Byron, NSW, 2481, Australia",-28.6258591,153.5870369,-28.6259091,-28.6258091,153.5869869,153.5870869,"Elements of Byron, Bayshore Drive, Byron Bay, Byron Shire Council, New South Wales, 2481, Australia",node,5648514557,nominatim,ok,exact
"FABCOT Chermside, QLD, 4032, Australia",-27.4809085,153.0337429,-27.4810455,-27.480745,153.033493,153.0339932,"Brisbane Australia Temple, 200, River Terrace, Kangaroo Point, Greater Brisbane, Queensland, 4169, Australia",way,602269498,nominatim,ok,postcode
"Altona Inlet Pump Station, VIC, 3018, Australia",-37.7545199,144.9807272,-37.754641,-37.7543988,144.9803279,144.9811265,"Islamic Museum of Australia, 15A, Anderson Road, Thornbury, Melbourne, City of Darebin, Victoria, 3071, Australia",way,267164272,nominatim,ok,postcode
"Bunnings Keysborough, VIC, 3173, Australia",-37.9899824,145.1470003,-37.9903279,-37.9894836,145.1460886,145.1479119,"Bunnings Warehouse, Keysborough Avenue, Keysborough, Melbourne, City of Greater Dandenong, Victoria, 3173, Australia",way,36808142,nominatim,ok,exact
"Ignatius Park College, QLD, 4814, Australia",-19.3009918,146.758074,-19.3027756,-19.2991252,146.7560524,146.7597372,"Ignatius Park College, Ross River Road, Cranbrook, Townsville, Townsville City, Queensland, 4814, Australia",way,403995481,nominatim,ok,exact
"Ambassador Industrial Pty Ltd, VIC, 3803, Australia",-37.8688729,145.2126338,-37.869025,-37.8686207,145.2124983,145.2127695,"Melbourne Australia Temple, Pumps Court, Wantirna South, Melbourne, City of Knox, Victoria, 3152, Australia",way,24054567,nominatim,ok,postcode
"Dexus Dulux Dandenong, VIC, 3175, Australia",-37.8688729,145.2126338,-37.869025,-37.8686207,145.2124983,145.2127695,"Melbourne Australia Temple, Pumps Court, Wantirna South, Melbourne, City of Knox, Victoria, 3152, Australia",way,24054567,nominatim,ok,postcode
"Harbourside Townsville, QLD, 4810, Australia",-19.2436681,146.7930554,-19.2443657,-19.2427662,146.7920704,146.7939324,"QLD Police Service Academy, Heatleys Parade, Belgian Gardens, Townsville, Townsville City, Queensland, 4810, Australia",way,1020176520,nominatim,ok,postcode
"KQF Newheath Dr, QLD, 4214, Australia",-27.9872121,153.3843258,-27.9872621,-27.9871621,153.3842758,153.3843758,"Australia Post, 160, Cotlew Street, Ashmore, Gold Coast City, Queensland, 4214, Australia",node,3783232411,nominatim,ok,postcode
"Liuzzi 25 Eton St, VIC, 3072, Australia",-37.7545199,144.9807272,-37.754641,-37.7543988,144.9803279,144.9811265,"Islamic Museum of Australia, 15A, Anderson Road, Thornbury, Melbourne, City of Darebin, Victoria, 3071, Australia",way,267164272,nominatim,ok,postcode
"Liuzzi 71 Gower St, VIC, 3072, Australia",-37.7545199,144.9807272,-37.754641,-37.7543988,144.9803279,144.9811265,"Islamic Museum of Australia, 15A, Anderson Road, Thornbury, Melbourne, City of Darebin, Victoria, 3071, Australia",way,267164272,nominatim,ok,postcode
"Mercy Community, QLD, 4014, Australia",-27.4809085,153.0337429,-27.4810455,-27.480745,153.033493,153.0339932,"Brisbane Australia Temple, 200, River Terrace, Kangaroo Point, Greater Brisbane, Queensland, 4169, Australia",way,602269498,nominatim,ok,postcode
"Norther Airfield, VIC, 3045, Australia",-37.7545199,144.9807272,-37.754641,-37.7543988,144.9803279,144.9811265,"Islamic Museum of Australia, 15A, Anderson Road, Thornbury, Melbourne, City of Darebin, Victoria, 3071, Australia",way,267164272,nominatim,ok,postcode
"Rose Farms, WA, 6220, Australia",-31.950652,115.7978755,-31.9887127,-31.9478379,115.7778725,115.8225371,"University of Western Australia, 35, Stirling Highway, Nedlands, City of Nedlands, Western Australia, 6009, Australia",relation,7398658,nominatim,ok,postcode
"Suprima Bakeries Pty Ltd, NSW, 2566, Australia",-33.8770131,150.99278,-33.8775845,-33.8764481,150.9922886,150.994146,"National Archives of Australia, 120, Miller Road, Villawood, Sydney, Canterbury-Bankstown Council, New South Wales, 2162, Australia",way,1062883903,nominatim,ok,postcode
"East Rockingham Resource Recovery Facility, WA, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
"Mangalore Renewable Energy Project, VIC, Australia",-36.5986096,144.6780052,-39.1984867,-33.9807974,140.9619017,150.0332821,"Victoria, Australia",relation,2316741,nominatim,ok,state
"Orange Community Renewable Energy Park, NSW, Australia",-31.8759835,147.2869493,-37.5280139,-28.1415262,140.9992723,159.3390311,"New South Wales, Australia",relation,2316593,nominatim,ok,state
"Moorebank Logistics Park, NSW, Australia",-33.9548342,150.9291037,-33.9651018,-33.9445935,150.9209354,150.9300484,"Moorebank Avenue, Moorebank IMEX Logistics Park, Moorebank, Sydney, Liverpool City Council, New South Wales, 2170, Australia",way,1102725090,nominatim,ok,exact
"Wangaratta Solar Farm, VIC, Australia",-36.5986096,144.6780052,-39.1984867,-33.9807974,140.9619017,150.0332821,"Victoria, Australia",relation,2316741,nominatim,ok,state
"Kidston Pumped Hydro Storage Project, QLD, Australia",-22.1646782,144.5844903,-29.179266,-9.0880125,137.9946464,153.6116035,"Queensland, Australia",relation,2316595,nominatim,ok,state
"New England Solar Farm - Stage 2, NSW, Australia",-31.8759835,147.2869493,-37.5280139,-28.1415262,140.9992723,159.3390311,"New South Wales, Australia",relation,2316593,nominatim,ok,state
