search_text,lat,lon,min_lat,max_lat,min_lon,max_lon,display_name,osm_type,osm_id,geocoder,status,geo_resolution
"Wollert Renewable Energy Facility, VIC, Australia",-36.5986096,144.6780052,-39.1984867,-33.9807974,140.9619017,150.0332821,"Victoria, Australia",relation,2316741,nominatim,ok,state
"Wyndham Renewable Energy Facility, VIC, Australia",-36.5986096,144.6780052,-39.1984867,-33.9807974,140.9619017,150.0332821,"Victoria, Australia",relation,2316741,nominatim,ok,state
"Wyong Renewable Energy Facility, NSW, Australia",-31.8759835,147.2869493,-37.5280139,-28.1415262,140.9992723,159.3390311,"New South Wales, Australia",relation,2316593,nominatim,ok,state
"Mt Mercer Wind farm Pty Ltd, VIC, Australia",-36.5986096,144.6780052,-39.1984867,-33.9807974,140.9619017,150.0332821,"Victoria, Australia",relation,2316741,nominatim,ok,state
"Mt Millar Wind Farm Pty Ltd, SA, Australia",-30.5343665,135.6301212,-38.1133108,-25.9963915,129.001395,141.0027803,"South Australia, Australia",relation,2316596,nominatim,ok,state
"Bald Hills Wind Farm, VIC, Australia",-36.5986096,144.6780052,-39.1984867,-33.9807974,140.9619017,150.0332821,"Victoria, Australia",relation,2316741,nominatim,ok,state
"Alfred Hospital Cogeneration Plant, VIC, Australia",-36.5986096,144.6780052,-39.1984867,-33.9807974,140.9619017,150.0332821,"Victoria, Australia",relation,2316741,nominatim,ok,state
"Dandenong Hospital Cogeneration Plant, VIC, Australia",-36.5986096,144.6780052,-39.1984867,-33.9807974,140.9619017,150.0332821,"Victoria, Australia",relation,2316741,nominatim,ok,state
"Geelong Hospital Cogeneration Plant, VIC, Australia",-36.5986096,144.6780052,-39.1984867,-33.9807974,140.9619017,150.0332821,"Victoria, Australia",relation,2316741,nominatim,ok,state
"Royal Melbourne Hospital Cogeneration Plant, VIC, Australia",-36.5986096,144.6780052,-39.1984867,-33.9807974,140.9619017,150.0332821,"Victoria, Australia",relation,2316741,nominatim,ok,state
"ST. Vincent's Hospital Cogeneration Plant, VIC, Australia",-36.5986096,144.6780052,-39.1984867,-33.9807974,140.9619017,150.0332821,"Victoria, Australia",relation,2316741,nominatim,ok,state
"Mortons Lane Windfarm Pty Ltd, VIC, Australia",-36.5986096,144.6780052,-39.1984867,-33.9807974,140.9619017,150.0332821,"Victoria, Australia",relation,2316741,nominatim,ok,state
"Hazelwood Power Station, VIC, Australia",-38.2717737,146.3920585,-38.2760593,-38.2678999,146.387195,146.3964262,"Former Hazelwood Power Station Site, Hazelwood, City of Latrobe, Victoria, 3840, Australia",way,420651431,nominatim,ok,exact
"New Gullen Range Wind Farm Pty Ltd, NSW, Australia",-31.8759835,147.2869493,-37.5280139,-28.1415262,140.9992723,159.3390311,"New South Wales, Australia",relation,2316593,nominatim,ok,state
"Kwinana Gas Fired Power Station, WA, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
"Gladstone Power Station, QLD, Australia",-23.8530346,151.2174598,-23.858573,-23.8475577,151.212128,151.2234143,"Gladstone Power Station, 353, Callemondah, Gladstone, Gladstone Regional, Queensland, 4680, Australia",way,54674805,nominatim,ok,exact
"Australand, NSW, Australia",-31.8759835,147.2869493,-37.5280139,-28.1415262,140.9992723,159.3390311,"New South Wales, Australia",relation,2316593,nominatim,ok,state
"Ballarat Solar Park, VIC, Australia",-36.5986096,144.6780052,-39.1984867,-33.9807974,140.9619017,150.0332821,"Victoria, Australia",relation,2316741,nominatim,ok,state
"Bendigo Solar Park, VIC, Australia",-36.5986096,144.6780052,-39.1984867,-33.9807974,140.9619017,150.0332821,"Victoria, Australia",relation,2316741,nominatim,ok,state
"Blackmores, NSW, Australia",-33.7927325,150.8679185,-33.7933088,-33.7921587,150.8670283,150.8688055,"Blackmores, Rudders Street, Eastern Creek, Sydney, Blacktown City Council, New South Wales, 2766, Australia",way,977464235,nominatim,ok,exact
"Bond, NSW, Australia",-33.8585245,151.2023353,-33.8586204,-33.8582813,151.202198,151.2024737,"Dalgety's Bond Store C, 3, Munn Street, Barangaroo, Sydney CBD, Sydney, Council of the City of Sydney, New South Wales, 2000, Australia",way,152424603,nominatim,ok,exact
"Chifley Square, NSW, Australia",-33.8661825,151.2112494,-33.866348,-33.8659716,151.2109518,151.2115171,"Chifley Square, Quay Quarter, Sydney, Sydney CBD, Sydney, Council of the City of Sydney, New South Wales, 2000, Australia",way,4987589,nominatim,ok,exact
"Cullerin Wind Farm, NSW, Australia",-31.8759835,147.2869493,-37.5280139,-28.1415262,140.9992723,159.3390311,"New South Wales, Australia",relation,2316593,nominatim,ok,state
"Dandenong, VIC, Australia",-37.98749,145.2147923,-38.003548,-37.967644,145.192098,145.235681,"Dandenong, Melbourne, City of Greater Dandenong, Victoria, 3175, Australia",relation,2421464,nominatim,ok,exact
"Darling Downs Power Station, QLD, Australia",-27.1170905,150.8946408,-27.1202813,-27.1142937,150.8933539,150.896315,"Darling Downs Power Station, Kogan, Western Downs Regional, Queensland, Australia",way,458399356,nominatim,ok,exact
"Drapac, VIC, Australia",-36.5986096,144.6780052,-39.1984867,-33.9807974,140.9619017,150.0332821,"Victoria, Australia",relation,2316741,nominatim,ok,state
"Eraring Power Station, NSW, Australia",-33.0625191,151.5191973,-33.0747378,-33.0489052,151.5051507,151.5282479,"Eraring Power Station, Eraring, City of Lake Macquarie, New South Wales, 2264, Australia",way,395531577,nominatim,ok,exact
"Exhibition Street, VIC, Australia",-37.8130352,144.9711037,-37.8139729,-37.8120976,144.9706706,144.9715369,"Exhibition Street, East End Theatre District, Melbourne, City of Melbourne, Victoria, 3000, Australia",way,199429376,nominatim,ok,exact
"Kent Street, NSW, Australia",-33.7207994,150.4097146,-33.7232303,-33.7186003,150.4065253,150.4130974,"Kent Street, Bullaburra, Sydney, Blue Mountains City Council, New South Wales, 2784, Australia",way,54509945,nominatim,ok,exact
"La Trobe, VIC, Australia",-37.7280018,145.0583633,-37.7293102,-37.7268339,145.055681,145.0608669,"Charles La Trobe P-12 College, 235, Kingsbury Drive, Macleod, Melbourne, City of Darebin, Victoria, 3081, Australia",way,28575457,nominatim,ok,exact
"Ladbroke Grove Power Station, SA, Australia",-37.456356,140.7818605,-37.4571413,-37.4555018,140.7812374,140.7831296,"Ladbroke Grove Power Station, Monbulla, Wattle Range Council, South Australia, 5277, Australia",way,831284065,nominatim,ok,exact
"Mirvac, NSW, Australia",-33.8109623,151.1968317,-33.8119631,-33.810162,151.1954478,151.1981193,"Mirvac, Willoughby, Lower North Shore, Sydney, Willoughby City Council, New South Wales, 2068, Australia",way,458776118,nominatim,ok,exact
"Mortlake Power Station, VIC, Australia",-38.0633502,142.6676415,-38.0652106,-38.0613334,142.6656753,142.6720085,"Mortlake Power Station, Mortlake, Shire of Moyne, Victoria, 3272, Australia",way,234560801,nominatim,ok,exact
"Mount, NSW, Australia",-33.7665266,150.8237813,-33.7665766,-33.7664766,150.8237313,150.8238313,"Mission Australia, Ayres Grove, Mount Druitt, Sydney, Blacktown City Council, New South Wales, 2770, Australia",node,9619978476,nominatim,ok,exact
"Mt Stuart Power Station, QLD, Australia",-19.3376809,146.8508328,-19.3385318,-19.3367859,146.8497007,146.8524805,"Mount Stuart Power Station, Stuart, Townsville, Townsville City, Queensland, Australia",way,172246523,nominatim,ok,exact
"Quarantine Power Station, SA, Australia",-34.7794457,138.5229552,-34.7800415,-34.7787502,138.5213796,138.5241282,"Quarantine Power Station, Torrens Island, Unincorporated Area Torrens Island, South Australia, 5960, Australia",way,172714958,nominatim,ok,exact
"Roma Power Station, QLD, Australia",-26.5771583,148.8400406,-26.5775204,-26.5767132,148.8394952,148.8406144,"Roma Power Station, Roma, Maranoa Regional, Queensland, Australia",way,831284063,nominatim,ok,exact
"Shoalhaven Scheme, NSW, Australia",-31.8759835,147.2869493,-37.5280139,-28.1415262,140.9992723,159.3390311,"New South Wales, Australia",relation,2316593,nominatim,ok,state
"Stockland Headquarters, NSW, Australia",-31.8759835,147.2869493,-37.5280139,-28.1415262,140.9992723,159.3390311,"New South Wales, Australia",relation,2316593,nominatim,ok,state
"University of NSW, NSW, Australia",-33.9175994,151.2312369,-33.9200415,-33.9149767,151.2256851,151.2363792,"University of New South Wales, Wansey Road Shared Path, Kensington, Eastern Suburbs, Sydney, Randwick City Council, New South Wales, 2031, Australia",way,173530296,nominatim,ok,exact
"Uranquinty Power Station, NSW, Australia",-35.1797318,147.2156451,-35.1819148,-35.1783936,147.2141309,147.2171725,"Uranquinty Power Station, Uranquinty, Wagga Wagga City Council, New South Wales, 2652, Australia",way,172230180,nominatim,ok,exact
"Callide C Power Station (facility), QLD, Australia",-22.1646782,144.5844903,-29.179266,-9.0880125,137.9946464,153.6116035,"Queensland, Australia",relation,2316595,nominatim,ok,state
"Millmerran Power Station (facility), QLD, Australia",-22.1646782,144.5844903,-29.179266,-9.0880125,137.9946464,153.6116035,"Queensland, Australia",relation,2316595,nominatim,ok,state
"Pelican Point Power Station, SA, Australia",-34.7653755,138.5054609,-34.766773,-34.7638328,138.5027666,138.5078157,"Pelican Point Power Station, Outer Harbor, Adelaide, City of Port Adelaide Enfield, South Australia, 5018, Australia",way,83656868,nominatim,ok,exact
"Katherine Region, NT, Australia",-14.6890017,132.7191468,-14.7453338,-14.6227432,132.5950262,132.8447626,"Old Northern Australia Railway Alignment, Beswick Creek, Roper Gulf Region, Town of Katherine, Northern Territory, Australia",way,375541144,nominatim,ok,exact
"Northern (Darwin) Region, NT, Australia",-19.8516101,133.2303375,-25.99862,-10.8524628,129.0004454,138.0273711,"Northern Territory, Australia",relation,2316594,nominatim,ok,state
"Remote Centres Generation, NT, Australia",-19.8516101,133.2303375,-25.99862,-10.8524628,129.0004454,138.0273711,"Northern Territory, Australia",relation,2316594,nominatim,ok,state
"Southern Region, NT, Australia",-21.4838268,137.5563264,-21.498003,-21.474105,137.5299655,137.586482,"Southern Creek, Costello, Barkly Region, Northern Territory, 0872, Australia",way,1411073106,nominatim,ok,exact
"Channel Island Power Station, NT, Australia",-12.5546853,130.8658887,-12.5563918,-12.5531525,130.863758,130.868519,"Channel Island Power Station, Channel Island, Litchfield Municipality, Northern Territory, Australia",way,171174741,nominatim,ok,exact
"Katherine Power Station, NT, Australia",-14.459252,132.2446295,-14.4606235,-14.4576598,132.2432316,132.246022,"Katherine Power Station, Cossack, Town of Katherine, Northern Territory, Australia",way,317348505,nominatim,ok,exact
"Kings Canyon, NT, Australia",-24.2503092,131.5779501,-24.2547609,-24.2490849,131.5719437,131.5831447,"Kings Canyon, Petermann, Macdonnell Region, Northern Territory, Australia",way,891118772,nominatim,ok,exact
"Owen Springs Power Station, NT, Australia",-23.8636262,133.8251702,-23.8650341,-23.8623727,133.8235433,133.8273762,"Owen Springs Power Station, Hugh, Macdonnell Region, Northern Territory, Australia",way,686049728,nominatim,ok,exact
"Ron Goodin Power Station, NT, Australia",-19.8516101,133.2303375,-25.99862,-10.8524628,129.0004454,138.0273711,"Northern Territory, Australia",relation,2316594,nominatim,ok,state
"Tennant Creek Power Station, NT, Australia",-19.6549568,134.1758835,-19.6560886,-19.6534265,134.1740243,134.1777688,"Tennant Creek Power Station, Tennant Creek, Barkly Region, Northern Territory, Australia",way,242194671,nominatim,ok,exact
"Weddell Power Station, NT, Australia",-12.5773879,130.9499849,-12.5780903,-12.5766283,130.9490176,130.9508597,"Weddell Power Station, Wickham, Litchfield Municipality, Northern Territory, Australia",way,371924913,nominatim,ok,exact
"Yulara Power Station, NT, Australia",-25.2322732,130.9914795,-25.2326009,-25.23187,130.9905002,130.9924613,"Yulara Power Station, Yulara, Northern Territory, Australia",way,227348373,nominatim,ok,exact
"Visy Energy - Coolaroo Co-gen, VIC, Australia",-36.5986096,144.6780052,-39.1984867,-33.9807974,140.9619017,150.0332821,"Victoria, Australia",relation,2316741,nominatim,ok,state
"Kemerton Power Station, WA, Australia",-33.1633653,115.7809145,-33.1641492,-33.1626099,115.7798836,115.7819534,"Kemerton Power Station, Wellesley, Shire Of Harvey, Western Australia, Australia",way,223946398,nominatim,ok,exact
"Starfish Hill Wind Farm, SA, Australia",-35.5786254,138.1301454,-35.5786754,-35.5785754,138.1300954,138.1301954,"Starfish Hill Wind Farm, Williams Road, Cape Jervis, The District Council of Yankalilla, South Australia, 5204, Australia",node,875690821,nominatim,ok,exact
"Toora Wind Farm, VIC, Australia",-36.5986096,144.6780052,-39.1984867,-33.9807974,140.9619017,150.0332821,"Victoria, Australia",relation,2316741,nominatim,ok,state
"Townsville Power Station, QLD, Australia",-19.2012975,146.618562,-19.2024608,-19.2000877,146.6174546,146.6197103,"Townsville Power Station, Yabulu, Townsville City, Queensland, Australia",way,831284069,nominatim,ok,exact
"Windy Hill Wind Farm, QLD, Australia",-17.5911646,145.5296049,-17.5912146,-17.5911146,145.5295549,145.5296549,"Windy Hill Wind Farm, Glendinning Road, Ravenshoe, Tablelands Regional, Queensland, Australia",node,5027407998,nominatim,ok,exact
"Carnarvon Power Station, WA, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
"Horizon Power Aggregated Minor Power Stations, WA, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
"South Hedland Temporary Generation Power Station, WA, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
"Paraburdoo Power Station, WA, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
"West Angelas Power Station, WA, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
"Yurralyi Maya Power Station, WA, Australia",-20.7627481,116.7421272,-20.7646668,-20.7607493,116.7405699,116.7437149,"Yurralyi Maya Power Station, Maitland, City Of Karratha, Western Australia, Australia",way,583492109,nominatim,ok,exact
"Wilga Park Power Station, NSW, Australia",-30.3632808,149.6773884,-30.363849,-30.3627129,149.6766277,149.6782628,"Wilga Park Power Station, Bohena Creek, Narrabri Shire Council, New South Wales, 2390, Australia",way,372238239,nominatim,ok,exact
"Wonthaggi Wind Farm, VIC, Australia",-36.5986096,144.6780052,-39.1984867,-33.9807974,140.9619017,150.0332821,"Victoria, Australia",relation,2316741,nominatim,ok,state
"Musselroe Wind Farm Pty Ltd, TAS, Australia",-42.035067,146.6366887,-55.1730541,-39.1984777,143.748821,159.0840828,"Tasmania, Australia",relation,2369652,nominatim,ok,state
"Woolnorth Bluff point Wind Farm Pty Ltd, TAS, Australia",-42.035067,146.6366887,-55.1730541,-39.1984777,143.748821,159.0840828,"Tasmania, Australia",relation,2369652,nominatim,ok,state
"Woolnorth Studland Bay Wind Farm Pty Ltd, TAS, Australia",-42.035067,146.6366887,-55.1730541,-39.1984777,143.748821,159.0840828,"Tasmania, Australia",relation,2369652,nominatim,ok,state
"SNOWTOWN SOUTH WIND FARM, SA, Australia",-30.5343665,135.6301212,-38.1133108,-25.9963915,129.001395,141.0027803,"South Australia, Australia",relation,2316596,nominatim,ok,state
"Snowtown Wind Farm, SA, Australia",-30.5343665,135.6301212,-38.1133108,-25.9963915,129.001395,141.0027803,"South Australia, Australia",relation,2316596,nominatim,ok,state
"SNOWTOWN WIND FARM STAGE 2, SA, Australia",-30.5343665,135.6301212,-38.1133108,-25.9963915,129.001395,141.0027803,"South Australia, Australia",relation,2316596,nominatim,ok,state
"Angaston Power Station, SA, Australia",-34.503393,139.0245766,-34.5040236,-34.5027482,139.0240458,139.0251052,"Angaston Power Station, Angaston, The Barossa Council, South Australia, 5353, Australia",way,715631438,nominatim,ok,exact
"Colongra Power Station, NSW, Australia",-33.2091694,151.545217,-33.2111421,-33.2084484,151.5432957,151.5468186,"Colongra Power Station, Colongra, Central Coast Council, New South Wales, 2262, Australia",way,257571176,nominatim,ok,exact
"HEZ Power Station, NSW, Australia",-31.8759835,147.2869493,-37.5280139,-28.1415262,140.9992723,159.3390311,"New South Wales, Australia",relation,2316593,nominatim,ok,state
"Laverton North Power Station, VIC, Australia",-37.8422763,144.788352,-37.8428928,-37.8405941,144.7874962,144.7903125,"Laverton North Power Station, 147-161, Laverton North, Melbourne, City of Wyndham, Victoria, 3026, Australia",way,235401746,nominatim,ok,exact
"Lonsdale/Port Stanvac Power Station, SA, Australia",-30.5343665,135.6301212,-38.1133108,-25.9963915,129.001395,141.0027803,"South Australia, Australia",relation,2316596,nominatim,ok,state
"Snowy Hydro Ltd, NSW, Australia",-31.8759835,147.2869493,-37.5280139,-28.1415262,140.9992723,159.3390311,"New South Wales, Australia",relation,2316593,nominatim,ok,state
"Valley Power, VIC, Australia",-38.2536803,146.5888875,-38.2544771,-38.2529433,146.5877113,146.5901055,"Valley Power Peaking Facility, Loy Yang, City of Latrobe, Victoria, 3844, Australia",way,420651432,nominatim,ok,exact
"Barron Gorge Power Station, QLD, Australia",-22.1646782,144.5844903,-29.179266,-9.0880125,137.9946464,153.6116035,"Queensland, Australia",relation,2316595,nominatim,ok,state
"Kareeya Power Station, QLD, Australia",-22.1646782,144.5844903,-29.179266,-9.0880125,137.9946464,153.6116035,"Queensland, Australia",relation,2316595,nominatim,ok,state
"Mackay Gas Turbine, QLD, Australia",-21.1445406,149.1587943,-21.144999,-21.1442504,149.1581404,149.1596897,"Mackay Gas Turbine, West Mackay, Mackay, Mackay Regional, Queensland, Australia",way,848671102,nominatim,ok,exact
"Mica Creek Power Station, QLD, Australia",-20.7783943,139.4879934,-20.7806588,-20.7763608,139.4845516,139.4911792,"Mica Creek Power Station, Mount Isa, Mount Isa City, Queensland, Australia",way,229771690,nominatim,ok,exact
"Stanwell Power Station, QLD, Australia",-23.5053849,150.3150384,-23.5210155,-23.4934634,150.2982959,150.3291027,"Stanwell Power Station, Stanwell, Rockhampton Regional, Queensland, Australia",way,340239643,nominatim,ok,exact
"Swanbank E Power Station, QLD, Australia",-27.65528,152.818081,-27.6562898,-27.6540168,152.8164612,152.8191289,"Swanbank E Power Station, Swanbank, Greater Brisbane, Queensland, Australia",way,336346778,nominatim,ok,exact
"Tarong Power Stations, QLD, Australia",-22.1646782,144.5844903,-29.179266,-9.0880125,137.9946464,153.6116035,"Queensland, Australia",relation,2316595,nominatim,ok,state
"Dry Creek Power Station, SA, Australia",-34.8479734,138.581675,-34.848356,-34.8471255,138.5807757,138.5822321,"Dry Creek Power Station, Dry Creek, Adelaide, City of Port Adelaide Enfield, South Australia, Australia",way,172715454,nominatim,ok,exact
"Mintaro Power Station, SA, Australia",-33.9032735,138.7382397,-33.9036796,-33.9024245,138.7375894,138.7387518,"Mintaro Power Station, Stanley, Clare and Gilbert Valleys Council, South Australia, 5415, Australia",way,598287982,nominatim,ok,exact
"Port Lincoln Power Station, SA, Australia",-34.7004095,135.8045035,-34.7006679,-34.7000692,135.803296,135.8054856,"Port Lincoln Power Station, Boston, The District Council of Lower Eyre Peninsula, South Australia, 5607, Australia",way,598538099,nominatim,ok,exact
"Snuggery Power Station, SA, Australia",-37.6648132,140.4155865,-37.6655978,-37.6640126,140.4146306,140.4165399,"Snuggery Power Station, Millicent, Wattle Range Council, South Australia, 5280, Australia",way,1053325083,nominatim,ok,exact
"Kalgoorlie Power Station, WA, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
"Kambalda Power Station, WA, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
"Leinster Power Station, WA, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
"Mt Keith Power Station, WA, Australia",-27.2160194,120.5496006,-27.2169771,-27.2141714,120.5469073,120.5509578,"Mount Keith Power Station, Wiluna, Shire Of Wiluna, Western Australia, Australia",way,1222311235,nominatim,ok,exact
"Solomon Power Station, WA, Australia",-22.1471367,117.9571595,-22.1494037,-22.1456516,117.9553465,117.9585495,"Solomon Hub Mine Power Station, Chichester, Shire Of Ashburton, Western Australia, Australia",way,1113456284,nominatim,ok,exact
"Cocos Keeling Islands Generation, WA, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
"Exmouth Power Station, WA, Australia",-21.9466716,114.1249302,-21.9477045,-21.9461172,114.1242272,114.125618,"Exmouth Power Station, Exmouth, Shire Of Exmouth, Western Australia, Australia",way,1293367036,nominatim,ok,exact
"Broken Hill Solar Plant, NSW, Australia",-31.9882663,141.3932099,-31.9950972,-31.9796663,141.3843171,141.4012186,"Broken Hill Solar Plant, Broken Hill, Unincorporated Far West Area, New South Wales, Australia",way,392513578,nominatim,ok,exact
"Pindari Hydro, NSW, Australia",-31.8759835,147.2869493,-37.5280139,-28.1415262,140.9992723,159.3390311,"New South Wales, Australia",relation,2316593,nominatim,ok,state
"Osborne facility, SA, Australia",-30.5343665,135.6301212,-38.1133108,-25.9963915,129.001395,141.0027803,"South Australia, Australia",relation,2316596,nominatim,ok,state
"Yarnima Power Station, WA, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
"BIEP - CoGen, QLD, Australia",-22.1646782,144.5844903,-29.179266,-9.0880125,137.9946464,153.6116035,"Queensland, Australia",relation,2316595,nominatim,ok,state
"GX Energy Pty Ltd, NSW, Australia",-31.8759835,147.2869493,-37.5280139,-28.1415262,140.9992723,159.3390311,"New South Wales, Australia",relation,2316593,nominatim,ok,state
"Facility, VIC, Australia",-38.2536803,146.5888875,-38.2544771,-38.2529433,146.5877113,146.5901055,"Valley Power Peaking Facility, Loy Yang, City of Latrobe, Victoria, 3844, Australia",way,420651432,nominatim,ok,exact
"Daandine Power Station, QLD, Australia",-27.0861699,150.9426401,-27.0867144,-27.085635,150.9418657,150.943416,"Daandine Power Station, Kogan, Western Downs Regional, Queensland, Australia",way,458795535,nominatim,ok,exact
"Cue Town Powerstation, WA, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
"Meekatharra Town Powerstation, WA, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
"Mt Magnet Town Powerstation, WA, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
"Sandstone Town Powerstation, WA, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
"Wiluna Town Powerstation, WA, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
"Yalgoo Town Powerstation, WA, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
"Bremer Bay Wind Diesel Power Station, WA, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
"Coral Bay Wind Diesel Power Station, WA, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
"Hopetoun Wind Diesel Power Station, WA, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
"Belrose LFG Power Station, NSW, Australia",-31.8759835,147.2869493,-37.5280139,-28.1415262,140.9992723,159.3390311,"New South Wales, Australia",relation,2316593,nominatim,ok,state
"Corio LFG Power Station, VIC, Australia",-36.5986096,144.6780052,-39.1984867,-33.9807974,140.9619017,150.0332821,"Victoria, Australia",relation,2316741,nominatim,ok,state
"Grange Avenue LFG Power Station, NSW, Australia",-31.8759835,147.2869493,-37.5280139,-28.1415262,140.9992723,159.3390311,"New South Wales, Australia",relation,2316593,nominatim,ok,state
"Highbury LFG Power Station, SA, Australia",-30.5343665,135.6301212,-38.1133108,-25.9963915,129.001395,141.0027803,"South Australia, Australia",relation,2316596,nominatim,ok,state
"Kalamunda Power Station, WA, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
"Red Hill Power Station, WA, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
"Tamala Park Power Station, WA, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
"Tea Tree Gully LFG Power Station, SA, Australia",-30.5343665,135.6301212,-38.1133108,-25.9963915,129.001395,141.0027803,"South Australia, Australia",relation,2316596,nominatim,ok,state
"Exmouth Power Station Pty Ltd, WA, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
"Bell Bay Thermal Power Station, TAS, Australia",-42.035067,146.6366887,-55.1730541,-39.1984777,143.748821,159.0840828,"Tasmania, Australia",relation,2369652,nominatim,ok,state
"George Town (Temp Diesel), TAS, Australia",-42.035067,146.6366887,-55.1730541,-39.1984777,143.748821,159.0840828,"Tasmania, Australia",relation,2369652,nominatim,ok,state
"Port Latta (Temp Diesel), TAS, Australia",-42.035067,146.6366887,-55.1730541,-39.1984777,143.748821,159.0840828,"Tasmania, Australia",relation,2369652,nominatim,ok,state
"Que River (Temp Diesel), TAS, Australia",-42.035067,146.6366887,-55.1730541,-39.1984777,143.748821,159.0840828,"Tasmania, Australia",relation,2369652,nominatim,ok,state
"Mumbida Wind Farm, WA, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
"Onslow Power Station, WA, Australia",-21.7763772,115.0832295,-21.7764594,-21.7762227,115.0827312,115.0837263,"Onslow Power Station, Talandji, Shire Of Ashburton, Western Australia, Australia",way,976639396,nominatim,ok,exact
"Kwinana Swift Power Station, WA, Australia",-32.2242208,115.7781503,-32.225475,-32.2232102,115.7768558,115.7802594,"Kwinana Swift Power Station, Kwinana Beach, City of Kwinana, Western Australia, 6167, Australia",way,516347766,nominatim,ok,exact
"Alpurrurulam (Lake Nash), NT, Australia",-20.9879834,137.8485164,-20.9888436,-20.9872083,137.8476021,137.849434,"Alpurrurulam School, Apetyarr Street, Alpurrurulam, Barkly Region, Northern Territory, Australia",way,679203914,nominatim,ok,exact
"Amanbidgi (Kildurk), NT, Australia",-19.8516101,133.2303375,-25.99862,-10.8524628,129.0004454,138.0273711,"Northern Territory, Australia",relation,2316594,nominatim,ok,state
"Ampilatwatja (Alparra, Ammaroo), NT, Australia",-19.8516101,133.2303375,-25.99862,-10.8524628,129.0004454,138.0273711,"Northern Territory, Australia",relation,2316594,nominatim,ok,state
"Amunturangu, NT, Australia",-19.8516101,133.2303375,-25.99862,-10.8524628,129.0004454,138.0273711,"Northern Territory, Australia",relation,2316594,nominatim,ok,state
"Aputula (Finke), NT, Australia",-25.582205,134.5777819,-25.598343,-25.540974,134.549316,134.60216,"Finke, Macdonnell Region, Northern Territory, 0872, Australia",relation,11716649,nominatim,ok,exact
