,Label,Year,Wholesale trade (no.),Retail trade (no.),Accommodation and food services (no.),"Transport, postal and warehousing (no.)",Information media and telecommunications (no.),Financial and insurance services (no.),"Rental, hiring and real estate services (no.)","Professional, scientific and technical services (no.)",Administrative and support services (no.),Public administration and safety (no.),Education and training (no.),Health care and social assistance (no.),Arts and recreation services (no.),search_text,lat,lon,min_lat,max_lat,min_lon,max_lon,display_name,osm_type,osm_id,geocoder,status,geo_resolution
107,VIC,2022,19612,39951,24838,63709,6270,29341,62102,76978,30879,1914,9912,38337,9154,"Western Australia, Australia",-36.5986096,144.6780052,-39.1984867,-33.9807974,140.9619017,150.0332821,"Victoria, Australia",relation,2316741,nominatim,ok,state
108,VIC,2023,19948,37907,24190,63953,6256,30271,63157,78414,29528,1816,9577,40855,9045,"Western Australia, Australia",-36.5986096,144.6780052,-39.1984867,-33.9807974,140.9619017,150.0332821,"Victoria, Australia",relation,2316741,nominatim,ok,state
109,VIC,2024,19544,38963,24729,69646,6173,31610,65473,79853,30245,1866,10001,43936,9192,"Western Australia, Australia",-36.5986096,144.6780052,-39.1984867,-33.9807974,140.9619017,150.0332821,"Victoria, Australia",relation,2316741,nominatim,ok,state
110,VIC,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,"Western Australia, Australia",-36.5986096,144.6780052,-39.1984867,-33.9807974,140.9619017,150.0332821,"Victoria, Australia",relation,2316741,nominatim,ok,state
111,VIC,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"Western Australia, Australia",-36.5986096,144.6780052,-39.1984867,-33.9807974,140.9619017,150.0332821,"Victoria, Australia",relation,2316741,nominatim,ok,state
112,VIC,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,"Western Australia, Australia",-36.5986096,144.6780052,-39.1984867,-33.9807974,140.9619017,150.0332821,"Victoria, Australia",relation,2316741,nominatim,ok,state
113,VIC,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,"Western Australia, Australia",-36.5986096,144.6780052,-39.1984867,-33.9807974,140.9619017,150.0332821,"Victoria, Australia",relation,2316741,nominatim,ok,state
114,VIC,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"Western Australia, Australia",-36.5986096,144.6780052,-39.1984867,-33.9807974,140.9619017,150.0332821,"Victoria, Australia",relation,2316741,nominatim,ok,state
115,VIC,2020,3117,8226,6913,7928,647,3319,11994,10366,4127,267,1458,6803,1817,"Western Australia, Australia",-36.5986096,144.6780052,-39.1984867,-33.9807974,140.9619017,150.0332821,"Victoria, Australia",relation,2316741,nominatim,ok,state
116,VIC,2021,3177,8504,7216,7974,700,3488,12572,10999,4497,256,1516,7382,1917,"Western Australia, Australia",-36.5986096,144.6780052,-39.1984867,-33.9807974,140.9619017,150.0332821,"Victoria, Australia",relation,2316741,nominatim,ok,state
117,VIC,2022,3277,9033,7784,8695,765,3700,13190,11660,5295,283,1701,8225,2052,"Western Australia, Australia",-36.5986096,144.6780052,-39.1984867,-33.9807974,140.9619017,150.0332821,"Victoria, Australia",relation,2316741,nominatim,ok,state
118,VIC,2023,3408,8909,7598,8801,752,3808,13525,12199,5490,285,1688,8985,2120,"Western Australia, Australia",-36.5986096,144.6780052,-39.1984867,-33.9807974,140.9619017,150.0332821,"Victoria, Australia",relation,2316741,nominatim,ok,state
119,VIC,2024,3203,8925,7513,9278,744,3971,13766,12250,5626,282,1761,9893,2183,"Western Australia, Australia",-36.5986096,144.6780052,-39.1984867,-33.9807974,140.9619017,150.0332821,"Victoria, Australia",relation,2316741,nominatim,ok,state
120,QLD,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,"Western Australia, Australia",-22.1646782,144.5844903,-29.179266,-9.0880125,137.9946464,153.6116035,"Queensland, Australia",relation,2316595,nominatim,ok,state
121,QLD,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"Western Australia, Australia",-22.1646782,144.5844903,-29.179266,-9.0880125,137.9946464,153.6116035,"Queensland, Australia",relation,2316595,nominatim,ok,state
122,QLD,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,"Western Australia, Australia",-22.1646782,144.5844903,-29.179266,-9.0880125,137.9946464,153.6116035,"Queensland, Australia",relation,2316595,nominatim,ok,state
123,QLD,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,"Western Australia, Australia",-22.1646782,144.5844903,-29.179266,-9.0880125,137.9946464,153.6116035,"Queensland, Australia",relation,2316595,nominatim,ok,state
124,QLD,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"Western Australia, Australia",-22.1646782,144.5844903,-29.179266,-9.0880125,137.9946464,153.6116035,"Queensland, Australia",relation,2316595,nominatim,ok,state
125,QLD,2020,7045,11877,7896,20194,1921,9400,23669,31072,10042,590,3587,15421,2751,"Western Australia, Australia",-22.1646782,144.5844903,-29.179266,-9.0880125,137.9946464,153.6116035,"Queensland, Australia",relation,2316595,nominatim,ok,state
126,QLD,2021,7217,12749,8241,19555,2027,9840,24585,32419,10464,558,3712,16671,2967,"Western Australia, Australia",-22.1646782,144.5844903,-29.179266,-9.0880125,137.9946464,153.6116035,"Queensland, Australia",relation,2316595,nominatim,ok,state
127,QLD,2022,7330,13449,8552,19345,2112,10338,25993,33900,10942,573,3911,18082,3180,"Western Australia, Australia",-22.1646782,144.5844903,-29.179266,-9.0880125,137.9946464,153.6116035,"Queensland, Australia",relation,2316595,nominatim,ok,state
128,QLD,2023,7453,13645,8743,20673,2100,10621,26219,34672,11528,596,4000,19353,3324,"Western Australia, Australia",-22.1646782,144.5844903,-29.179266,-9.0880125,137.9946464,153.6116035,"Queensland, Australia",relation,2316595,nominatim,ok,state
129,QLD,2024,7443,13757,9033,22636,2136,11110,26992,35593,11768,599,4059,20842,3388,"Western Australia, Australia",-22.1646782,144.5844903,-29.179266,-9.0880125,137.9946464,153.6116035,"Queensland, Australia",relation,2316595,nominatim,ok,state
130,QLD,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,"Western Australia, Australia",-22.1646782,144.5844903,-29.179266,-9.0880125,137.9946464,153.6116035,"Queensland, Australia",relation,2316595,nominatim,ok,state
131,QLD,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"Western Australia, Australia",-22.1646782,144.5844903,-29.179266,-9.0880125,137.9946464,153.6116035,"Queensland, Australia",relation,2316595,nominatim,ok,state
132,QLD,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,"Western Australia, Australia",-22.1646782,144.5844903,-29.179266,-9.0880125,137.9946464,153.6116035,"Queensland, Australia",relation,2316595,nominatim,ok,state
133,QLD,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,"Western Australia, Australia",-22.1646782,144.5844903,-29.179266,-9.0880125,137.9946464,153.6116035,"Queensland, Australia",relation,2316595,nominatim,ok,state
134,QLD,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"Western Australia, Australia",-22.1646782,144.5844903,-29.179266,-9.0880125,137.9946464,153.6116035,"Queensland, Australia",relation,2316595,nominatim,ok,state
135,QLD,2020,6450,13721,9756,15074,1541,8071,29142,22702,9510,623,3165,13782,2856,"Western Australia, Australia",-22.1646782,144.5844903,-29.179266,-9.0880125,137.9946464,153.6116035,"Queensland, Australia",relation,2316595,nominatim,ok,state
136,QLD,2021,6665,14564,10212,14915,1683,8663,29688,24236,10053,632,3399,14972,3149,"Western Australia, Australia",-22.1646782,144.5844903,-29.179266,-9.0880125,137.9946464,153.6116035,"Queensland, Australia",relation,2316595,nominatim,ok,state
137,QLD,2022,6757,15286,10661,15016,1796,9191,31128,25835,10683,644,3643,16592,3435,"Western Australia, Australia",-22.1646782,144.5844903,-29.179266,-9.0880125,137.9946464,153.6116035,"Queensland, Australia",relation,2316595,nominatim,ok,state
138,QLD,2023,6813,15560,10745,15485,1856,9551,31509,26689,11432,669,3732,17958,3617,"Western Australia, Australia",-22.1646782,144.5844903,-29.179266,-9.0880125,137.9946464,153.6116035,"Queensland, Australia",relation,2316595,nominatim,ok,state
139,QLD,2024,6790,15489,10775,16311,1852,9979,32312,27553,11769,661,3847,19655,3730,"Western Australia, Australia",-22.1646782,144.5844903,-29.179266,-9.0880125,137.9946464,153.6116035,"Queensland, Australia",relation,2316595,nominatim,ok,state
140,SA,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,"Western Australia, Australia",-30.5343665,135.6301212,-38.1133108,-25.9963915,129.001395,141.0027803,"South Australia, Australia",relation,2316596,nominatim,ok,state
141,SA,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"Western Australia, Australia",-30.5343665,135.6301212,-38.1133108,-25.9963915,129.001395,141.0027803,"South Australia, Australia",relation,2316596,nominatim,ok,state
142,SA,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,"Western Australia, Australia",-30.5343665,135.6301212,-38.1133108,-25.9963915,129.001395,141.0027803,"South Australia, Australia",relation,2316596,nominatim,ok,state
143,SA,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,"Western Australia, Australia",-30.5343665,135.6301212,-38.1133108,-25.9963915,129.001395,141.0027803,"South Australia, Australia",relation,2316596,nominatim,ok,state
144,SA,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"Western Australia, Australia",-30.5343665,135.6301212,-38.1133108,-25.9963915,129.001395,141.0027803,"South Australia, Australia",relation,2316596,nominatim,ok,state
145,SA,2020,4374,6429,4671,9376,893,5246,14519,13257,5051,295,1440,8738,1316,"Western Australia, Australia",-30.5343665,135.6301212,-38.1133108,-25.9963915,129.001395,141.0027803,"South Australia, Australia",relation,2316596,nominatim,ok,state
146,SA,2021,4408,6716,4956,9390,939,5367,14819,13814,5285,293,1563,9271,1354,"Western Australia, Australia",-30.5343665,135.6301212,-38.1133108,-25.9963915,129.001395,141.0027803,"South Australia, Australia",relation,2316596,nominatim,ok,state
147,SA,2022,4534,7007,5190,9926,1002,5648,15398,14397,5694,310,1734,9903,1519,"Western Australia, Australia",-30.5343665,135.6301212,-38.1133108,-25.9963915,129.001395,141.0027803,"South Australia, Australia",relation,2316596,nominatim,ok,state
148,SA,2023,4633,6997,5202,10816,1007,5783,15591,14612,5937,313,1761,10520,1596,"Western Australia, Australia",-30.5343665,135.6301212,-38.1133108,-25.9963915,129.001395,141.0027803,"South Australia, Australia",relation,2316596,nominatim,ok,state
149,SA,2024,4778,6945,5339,12138,1039,5980,16070,14957,6174,329,1861,11336,1644,"Western Australia, Australia",-30.5343665,135.6301212,-38.1133108,-25.9963915,129.001395,141.0027803,"South Australia, Australia",relation,2316596,nominatim,ok,state
150,SA,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,"Western Australia, Australia",-30.5343665,135.6301212,-38.1133108,-25.9963915,129.001395,141.0027803,"South Australia, Australia",relation,2316596,nominatim,ok,state
151,SA,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"Western Australia, Australia",-30.5343665,135.6301212,-38.1133108,-25.9963915,129.001395,141.0027803,"South Australia, Australia",relation,2316596,nominatim,ok,state
152,SA,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,"Western Australia, Australia",-30.5343665,135.6301212,-38.1133108,-25.9963915,129.001395,141.0027803,"South Australia, Australia",relation,2316596,nominatim,ok,state
153,SA,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,"Western Australia, Australia",-30.5343665,135.6301212,-38.1133108,-25.9963915,129.001395,141.0027803,"South Australia, Australia",relation,2316596,nominatim,ok,state
154,SA,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"Western Australia, Australia",-30.5343665,135.6301212,-38.1133108,-25.9963915,129.001395,141.0027803,"South Australia, Australia",relation,2316596,nominatim,ok,state
155,SA,2020,864,2049,1408,1669,84,734,3580,1662,781,65,166,1096,280,"Western Australia, Australia",-30.5343665,135.6301212,-38.1133108,-25.9963915,129.001395,141.0027803,"South Australia, Australia",relation,2316596,nominatim,ok,state
156,SA,2021,871,2097,1446,1700,96,751,3723,1733,834,60,195,1156,289,"Western Australia, Australia",-30.5343665,135.6301212,-38.1133108,-25.9963915,129.001395,141.0027803,"South Australia, Australia",relation,2316596,nominatim,ok,state
157,SA,2022,897,2121,1485,1748,89,812,3817,1835,909,70,212,1281,314,"Western Australia, Australia",-30.5343665,135.6301212,-38.1133108,-25.9963915,129.001395,141.0027803,"South Australia, Australia",relation,2316596,nominatim,ok,state
158,SA,2023,898,2073,1480,1780,92,824,3928,1852,1029,60,237,1381,329,"Western Australia, Australia",-30.5343665,135.6301212,-38.1133108,-25.9963915,129.001395,141.0027803,"South Australia, Australia",relation,2316596,nominatim,ok,state
159,SA,2024,902,2030,1501,1810,90,870,4080,1895,1047,60,249,1539,324,"Western Australia, Australia",-30.5343665,135.6301212,-38.1133108,-25.9963915,129.001395,141.0027803,"South Australia, Australia",relation,2316596,nominatim,ok,state
160,WA,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,"Western Australia, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
161,WA,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"Western Australia, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
162,WA,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,"Western Australia, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
163,WA,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,"Western Australia, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
164,WA,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"Western Australia, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
165,WA,2020,5944,9679,6806,18084,1423,9486,20658,25463,7623,531,2416,12034,2289,"Western Australia, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
166,WA,2021,6095,10146,7092,18147,1423,9803,21357,26640,7981,527,2533,12900,2386,"Western Australia, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
167,WA,2022,6106,10502,7337,18178,1501,10254,22157,27772,8477,536,2676,13872,2601,"Western Australia, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
168,WA,2023,6141,10621,7493,19784,1544,10382,22411,28218,8972,548,2778,14942,2637,"Western Australia, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
169,WA,2024,6093,10696,7665,22826,1594,10722,22998,28895,9404,556,2844,16033,2686,"Western Australia, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
170,WA,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,"Western Australia, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
171,WA,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"Western Australia, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
172,WA,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,"Western Australia, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
173,WA,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,"Western Australia, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
174,WA,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"Western Australia, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
175,WA,2020,984,2722,1933,2444,168,1109,4593,2883,1411,82,366,1764,398,"Western Australia, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
176,WA,2021,1008,2749,1974,2464,187,1133,4778,3036,1487,78,391,1871,418,"Western Australia, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
177,WA,2022,1061,2778,2102,2567,188,1239,4979,3222,1569,78,416,2054,455,"Western Australia, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
178,WA,2023,1085,2796,2130,2576,191,1296,5118,3339,1655,84,438,2171,458,"Western Australia, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
179,WA,2024,1095,2784,2110,2623,191,1339,5330,3427,1730,79,434,2379,481,"Western Australia, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
180,TAS,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,"Western Australia, Australia",-42.035067,146.6366887,-55.1730541,-39.1984777,143.748821,159.0840828,"Tasmania, Australia",relation,2369652,nominatim,ok,state
181,TAS,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"Western Australia, Australia",-42.035067,146.6366887,-55.1730541,-39.1984777,143.748821,159.0840828,"Tasmania, Australia",relation,2369652,nominatim,ok,state
182,TAS,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,"Western Australia, Australia",-42.035067,146.6366887,-55.1730541,-39.1984777,143.748821,159.0840828,"Tasmania, Australia",relation,2369652,nominatim,ok,state
183,TAS,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,"Western Australia, Australia",-42.035067,146.6366887,-55.1730541,-39.1984777,143.748821,159.0840828,"Tasmania, Australia",relation,2369652,nominatim,ok,state
184,TAS,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"Western Australia, Australia",-42.035067,146.6366887,-55.1730541,-39.1984777,143.748821,159.0840828,"Tasmania, Australia",relation,2369652,nominatim,ok,state
185,TAS,2020,448,1110,1067,1732,136,533,1637,2073,765,51,272,1474,271,"Western Australia, Australia",-42.035067,146.6366887,-55.1730541,-39.1984777,143.748821,159.0840828,"Tasmania, Australia",relation,2369652,nominatim,ok,state
186,TAS,2021,463,1157,1088,1685,151,567,1649,2206,835,57,285,1526,281,"Western Australia, Australia",-42.035067,146.6366887,-55.1730541,-39.1984777,143.748821,159.0840828,"Tasmania, Australia",relation,2369652,nominatim,ok,state
187,TAS,2022,456,1187,1121,1704,145,586,1708,2283,891,59,311,1585,313,"Western Australia, Australia",-42.035067,146.6366887,-55.1730541,-39.1984777,143.748821,159.0840828,"Tasmania, Australia",relation,2369652,nominatim,ok,state
188,TAS,2023,437,1185,1155,1865,148,600,1754,2389,939,54,312,1674,326,"Western Australia, Australia",-42.035067,146.6366887,-55.1730541,-39.1984777,143.748821,159.0840828,"Tasmania, Australia",relation,2369652,nominatim,ok,state
189,TAS,2024,408,1138,1171,1960,152,636,1778,2377,942,57,310,1795,344,"Western Australia, Australia",-42.035067,146.6366887,-55.1730541,-39.1984777,143.748821,159.0840828,"Tasmania, Australia",relation,2369652,nominatim,ok,state
190,TAS,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,"Western Australia, Australia",-42.035067,146.6366887,-55.1730541,-39.1984777,143.748821,159.0840828,"Tasmania, Australia",relation,2369652,nominatim,ok,state
191,TAS,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"Western Australia, Australia",-42.035067,146.6366887,-55.1730541,-39.1984777,143.748821,159.0840828,"Tasmania, Australia",relation,2369652,nominatim,ok,state
192,TAS,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,"Western Australia, Australia",-42.035067,146.6366887,-55.1730541,-39.1984777,143.748821,159.0840828,"Tasmania, Australia",relation,2369652,nominatim,ok,state
193,TAS,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,"Western Australia, Australia",-42.035067,146.6366887,-55.1730541,-39.1984777,143.748821,159.0840828,"Tasmania, Australia",relation,2369652,nominatim,ok,state
194,TAS,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"Western Australia, Australia",-42.035067,146.6366887,-55.1730541,-39.1984777,143.748821,159.0840828,"Tasmania, Australia",relation,2369652,nominatim,ok,state
195,TAS,2020,549,1499,1280,1285,125,532,2295,1766,628,48,190,1150,244,"Western Australia, Australia",-42.035067,146.6366887,-55.1730541,-39.1984777,143.748821,159.0840828,"Tasmania, Australia",relation,2369652,nominatim,ok,state
196,TAS,2021,569,1514,1311,1318,123,556,2344,1850,661,46,206,1236,261,"Western Australia, Australia",-42.035067,146.6366887,-55.1730541,-39.1984777,143.748821,159.0840828,"Tasmania, Australia",relation,2369652,nominatim,ok,state
197,TAS,2022,572,1552,1349,1455,137,595,2459,1935,731,52,229,1299,279,"Western Australia, Australia",-42.035067,146.6366887,-55.1730541,-39.1984777,143.748821,159.0840828,"Tasmania, Australia",relation,2369652,nominatim,ok,state
198,TAS,2023,558,1533,1322,1483,142,592,2479,1938,782,50,237,1467,293,"Western Australia, Australia",-42.035067,146.6366887,-55.1730541,-39.1984777,143.748821,159.0840828,"Tasmania, Australia",relation,2369652,nominatim,ok,state
199,TAS,2024,540,1511,1313,1488,139,625,2488,1931,823,56,243,1604,305,"Western Australia, Australia",-42.035067,146.6366887,-55.1730541,-39.1984777,143.748821,159.0840828,"Tasmania, Australia",relation,2369652,nominatim,ok,state
200,NT,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,"Western Australia, Australia",-19.8516101,133.2303375,-25.99862,-10.8524628,129.0004454,138.0273711,"Northern Territory, Australia",relation,2316594,nominatim,ok,state
201,NT,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"Western Australia, Australia",-19.8516101,133.2303375,-25.99862,-10.8524628,129.0004454,138.0273711,"Northern Territory, Australia",relation,2316594,nominatim,ok,state
202,NT,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,"Western Australia, Australia",-19.8516101,133.2303375,-25.99862,-10.8524628,129.0004454,138.0273711,"Northern Territory, Australia",relation,2316594,nominatim,ok,state
203,NT,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,"Western Australia, Australia",-19.8516101,133.2303375,-25.99862,-10.8524628,129.0004454,138.0273711,"Northern Territory, Australia",relation,2316594,nominatim,ok,state
204,NT,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"Western Australia, Australia",-19.8516101,133.2303375,-25.99862,-10.8524628,129.0004454,138.0273711,"Northern Territory, Australia",relation,2316594,nominatim,ok,state
205,NT,2020,229,583,488,1044,69,327,1425,1172,561,45,146,658,147,"Western Australia, Australia",-19.8516101,133.2303375,-25.99862,-10.8524628,129.0004454,138.0273711,"Northern Territory, Australia",relation,2316594,nominatim,ok,state
206,NT,2021,244,585,513,1072,66,352,1427,1219,561,46,154,744,143,"Western Australia, Australia",-19.8516101,133.2303375,-25.99862,-10.8524628,129.0004454,138.0273711,"Northern Territory, Australia",relation,2316594,nominatim,ok,state
207,NT,2022,237,621,560,1123,69,361,1475,1335,618,46,176,817,177,"Western Australia, Australia",-19.8516101,133.2303375,-25.99862,-10.8524628,129.0004454,138.0273711,"Northern Territory, Australia",relation,2316594,nominatim,ok,state
208,NT,2023,226,627,550,1201,72,385,1489,1374,654,49,179,866,179,"Western Australia, Australia",-19.8516101,133.2303375,-25.99862,-10.8524628,129.0004454,138.0273711,"Northern Territory, Australia",relation,2316594,nominatim,ok,state
209,NT,2024,233,636,545,1311,69,402,1491,1409,695,62,203,929,210,"Western Australia, Australia",-19.8516101,133.2303375,-25.99862,-10.8524628,129.0004454,138.0273711,"Northern Territory, Australia",relation,2316594,nominatim,ok,state
210,NT,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,"Western Australia, Australia",-19.8516101,133.2303375,-25.99862,-10.8524628,129.0004454,138.0273711,"Northern Territory, Australia",relation,2316594,nominatim,ok,state
211,NT,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"Western Australia, Australia",-19.8516101,133.2303375,-25.99862,-10.8524628,129.0004454,138.0273711,"Northern Territory, Australia",relation,2316594,nominatim,ok,state
212,NT,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,"Western Australia, Australia",-19.8516101,133.2303375,-25.99862,-10.8524628,129.0004454,138.0273711,"Northern Territory, Australia",relation,2316594,nominatim,ok,state
213,NT,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,"Western Australia, Australia",-19.8516101,133.2303375,-25.99862,-10.8524628,129.0004454,138.0273711,"Northern Territory, Australia",relation,2316594,nominatim,ok,state
214,NT,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"Western Australia, Australia",-19.8516101,133.2303375,-25.99862,-10.8524628,129.0004454,138.0273711,"Northern Territory, Australia",relation,2316594,nominatim,ok,state
215,NT,2020,73,313,233,266,33,86,453,274,172,19,49,182,61,"Western Australia, Australia",-19.8516101,133.2303375,-25.99862,-10.8524628,129.0004454,138.0273711,"Northern Territory, Australia",relation,2316594,nominatim,ok,state
216,NT,2021,82,304,238,277,35,77,463,290,180,20,48,215,60,"Western Australia, Australia",-19.8516101,133.2303375,-25.99862,-10.8524628,129.0004454,138.0273711,"Northern Territory, Australia",relation,2316594,nominatim,ok,state
217,NT,2022,79,311,258,292,38,80,461,290,204,21,49,233,57,"Western Australia, Australia",-19.8516101,133.2303375,-25.99862,-10.8524628,129.0004454,138.0273711,"Northern Territory, Australia",relation,2316594,nominatim,ok,state
218,NT,2023,85,303,242,275,37,83,450,288,230,27,55,257,62,"Western Australia, Australia",-19.8516101,133.2303375,-25.99862,-10.8524628,129.0004454,138.0273711,"Northern Territory, Australia",relation,2316594,nominatim,ok,state
219,NT,2024,73,284,235,260,40,96,435,291,219,27,65,281,65,"Western Australia, Australia",-19.8516101,133.2303375,-25.99862,-10.8524628,129.0004454,138.0273711,"Northern Territory, Australia",relation,2316594,nominatim,ok,state
220,ACT,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,"Western Australia, Australia",-35.4883502,149.0026942,-35.9205295,-35.124413,148.7627987,149.3992971,"Australian Capital Territory, Australia",relation,2354197,nominatim,ok,state
221,ACT,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"Western Australia, Australia",-35.4883502,149.0026942,-35.9205295,-35.124413,148.7627987,149.3992971,"Australian Capital Territory, Australia",relation,2354197,nominatim,ok,state
222,ACT,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,"Western Australia, Australia",-35.4883502,149.0026942,-35.9205295,-35.124413,148.7627987,149.3992971,"Australian Capital Territory, Australia",relation,2354197,nominatim,ok,state
223,ACT,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,"Western Australia, Australia",-35.4883502,149.0026942,-35.9205295,-35.124413,148.7627987,149.3992971,"Australian Capital Territory, Australia",relation,2354197,nominatim,ok,state
224,ACT,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"Western Australia, Australia",-35.4883502,149.0026942,-35.9205295,-35.124413,148.7627987,149.3992971,"Australian Capital Territory, Australia",relation,2354197,nominatim,ok,state
225,ACT,2020,463,1459,1513,2410,391,1186,3136,5856,1414,129,640,2470,452,"Western Australia, Australia",-35.4883502,149.0026942,-35.9205295,-35.124413,148.7627987,149.3992971,"Australian Capital Territory, Australia",relation,2354197,nominatim,ok,state
